LOCATION;LOCATION_CAT;INDICATOR;SUBJECT;MEASURE;FREQUENCY;YEAR;Value
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;1991;4.398
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;1992;4.498
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;1993;4.603
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;1994;4.716
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;1995;4.826
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;1996;3.984
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;1997;4.484
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;1998;4.477
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;1999;4.481
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2000;4.477
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2001;4.489
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2002;4.505
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2003;4.507
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2004;4.538
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2005;4.566
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2006;5.816
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2007;5.862
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2008;5.887
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2009;5.944
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2010;5.999
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2011;6.078
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2012;6.108
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2013;6.194
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2014;6.228
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2015;6.266
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2016;6.385
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2017;6.514
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2018;6.451
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2019;6.391
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2020;6.422
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2021;6.469
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2022;6.51
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2023;6.55
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2024;6.588
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2025;6.628
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2026;6.666
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2027;6.703
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2028;6.741
PAK;PAK;MEATCONSUMP;BEEF;KG_CAP;A;2029;6.779
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;1990;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;1991;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;1992;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;1993;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;1994;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;1995;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;1996;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;1997;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;1998;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;1999;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2000;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2001;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2002;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2003;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2004;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2005;0.001
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2006;0.001
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2007;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2008;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2009;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2010;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2011;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2012;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2013;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2014;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2015;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2016;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2017;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2018;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2019;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2020;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2021;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2022;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2023;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2024;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2025;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2026;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2027;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2028;0
PAK;PAK;MEATCONSUMP;PIG;KG_CAP;A;2029;0
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;1990;1.313
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;1991;1.231
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;1992;1.34
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;1993;2.03
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;1994;2.207
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;1995;2.239
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;1996;2.513
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;1997;2.67
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;1998;1.921
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;1999;2.046
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2000;2.109
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2001;2.138
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2002;2.189
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2003;2.248
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2004;2.237
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2005;2.224
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2006;2.9
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2007;3.067
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2008;3.257
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2009;3.484
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2010;3.78
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2011;4.005
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2012;4.223
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2013;4.457
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2014;4.785
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2015;5.123
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2016;5.469
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2017;5.819
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2018;6.176
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2019;6.578
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2020;6.621
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2021;6.667
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2022;6.716
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2023;6.769
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2024;6.825
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2025;6.884
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2026;6.947
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2027;7.013
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2028;7.083
PAK;PAK;MEATCONSUMP;POULTRY;KG_CAP;A;2029;7.156
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;1990;3.955
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;1991;4.125
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;1992;4.301
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;1993;4.484
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;1994;4.68
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;1995;4.894
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;1996;3.029
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;1997;2.959
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;1998;2.96
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;1999;2.959
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2000;2.946
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2001;2.974
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2002;2.988
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2003;2.987
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2004;2.996
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2005;3.011
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2006;2.201
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2007;2.2
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2008;2.207
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2009;2.194
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2010;2.177
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2011;2.159
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2012;2.151
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2013;2.21
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2014;2.187
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2015;2.178
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2016;2.091
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2017;2.086
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2018;2.058
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2019;2.028
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2020;2.018
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2021;2.009
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2022;2.001
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2023;1.993
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2024;1.986
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2025;1.979
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2026;1.973
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2027;1.968
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2028;1.963
PAK;PAK;MEATCONSUMP;SHEEP;KG_CAP;A;2029;1.958
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;1990;14.26
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;1991;28.434
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;1992;31.769
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;1993;29.731
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;1994;29.124
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;1995;29.971
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;1996;28.547
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;1997;27.789
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;1998;26.481
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;1999;30.244
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2000;23.977
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2001;22.475
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2002;27.416
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2003;22.708
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2004;13.325
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2005;8.634
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2006;9.424
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2007;10.172
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2008;10.299
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2009;10.061
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2010;9.298
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2011;18.672
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2012;7.965
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2013;9.305
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2014;11.714
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2015;9.808
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2016;11.692
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2017;14.143
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2018;12.718
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2019;12.05
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2020;12.034
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2021;12.095
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2022;12.147
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2023;12.186
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2024;12.191
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2025;12.19
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2026;12.175
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2027;12.159
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2028;12.149
PRY;PRY;MEATCONSUMP;BEEF;KG_CAP;A;2029;12.138
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;1990;21.868
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;1991;21.748
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;1992;22.257
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;1993;21.774
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;1994;21.436
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;1995;21.325
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;1996;18.596
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;1997;18.491
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;1998;18.306
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;1999;18.111
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2000;23.141
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2001;20.709
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2002;21.326
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2003;11.722
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2004;21.326
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2005;20.317
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2006;20.47
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2007;19.329
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2008;18.505
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2009;18.382
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2010;20.282
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2011;20.593
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2012;20.714
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2013;21.247
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2014;21.472
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2015;21.668
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2016;21.9
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2017;21.831
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2018;21.639
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2019;21.561
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2020;21.479
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2021;21.584
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2022;21.629
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2023;21.711
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2024;21.77
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2025;21.823
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2026;21.878
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2027;21.932
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2028;21.984
PRY;PRY;MEATCONSUMP;PIG;KG_CAP;A;2029;22.043
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;1990;5.163
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;1991;3.788
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;1992;4.003
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;1993;4.284
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;1994;5.838
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;1995;6.246
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;1996;6.231
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;1997;6.473
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;1998;6.579
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;1999;7.106
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2000;5.79
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2001;6.214
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2002;6.105
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2003;6.112
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2004;6.64
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2005;6.531
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2006;6.968
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2007;4.59
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2008;5.521
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2009;5.33
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2010;5.109
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2011;5.686
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2012;5.782
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2013;5.915
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2014;5.893
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2015;5.828
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2016;5.537
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2017;5.347
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2018;5.298
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2019;5.35
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2020;5.339
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2021;5.334
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2022;5.318
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2023;5.31
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2024;5.295
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2025;5.281
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2026;5.267
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2027;5.251
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2028;5.236
PRY;PRY;MEATCONSUMP;POULTRY;KG_CAP;A;2029;5.221
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;1990;0.715
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;1991;0.678
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;1992;0.643
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;1993;0.634
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;1994;0.626
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;1995;0.58
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;1996;0.566
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;1997;0.562
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;1998;0.586
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;1999;0.582
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2000;0.542
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2001;0.529
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2002;0.523
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2003;0.508
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2004;0.565
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2005;0.499
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2006;0.509
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2007;0.485
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2008;0.466
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2009;0.493
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2010;0.509
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2011;0.513
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2012;0.518
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2013;0.517
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2014;0.515
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2015;0.49
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2016;0.514
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2017;0.515
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2018;0.502
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2019;0.495
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2020;0.493
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2021;0.49
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2022;0.488
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2023;0.485
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2024;0.483
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2025;0.48
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2026;0.477
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2027;0.474
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2028;0.472
PRY;PRY;MEATCONSUMP;SHEEP;KG_CAP;A;2029;0.469
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;1990;3.96
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;1991;3.755
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;1992;3.533
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;1993;3.413
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;1994;3.185
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;1995;3.388
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;1996;3.419
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;1997;3.625
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;1998;3.638
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;1999;3.816
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2000;3.602
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2001;3.554
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2002;3.652
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2003;3.758
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2004;3.846
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2005;4.029
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2006;4.165
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2007;4.16
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2008;4.097
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2009;4.077
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2010;4.22
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2011;4.328
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2012;4.449
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2013;4.568
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2014;4.563
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2015;4.506
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2016;4.368
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2017;4.229
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2018;4.242
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2019;4.21
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2020;4.143
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2021;4.169
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2022;4.163
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2023;4.176
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2024;4.192
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2025;4.203
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2026;4.233
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2027;4.223
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2028;4.233
PER;PER;MEATCONSUMP;BEEF;KG_CAP;A;2029;4.238
